admin_area_1,admin_area_2,year,indicator_id,indicator_common_id,indicator_type,survey_value,source,source_detail,survey_type
Bangladesh,NATIONAL,2004,fp_srcm_w_tot,fp,percent,1,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,cm_ecmt_c_imr,imr,rate,65,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,cm_ecmr_c_nnr,nmr,rate,41,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,cm_pnmr_c_nsb,still,number,269,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,rh_ancp_w_skp,anc1,percent,0.43,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,rh_ancn_w_n01,anc1_old,percent,0.171,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,rh_ancn_w_n4p,anc4,percent,0.169,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,rh_delp_c_dhf,delivery,percent,0.122,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_bcg,bcg,percent,0.934,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_dp1,penta1,percent,0.927,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_dp3,penta3,percent,0.817,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_op1,polio1,percent,0.969,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_op2,polio2,percent,0.893,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_op3,polio3,percent,0.838,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2004,ch_vac1_c_msl,measles1,percent,0.371,DHS National,BD2004DHS,household
Bangladesh,NATIONAL,2007,fe_frtr_w_tfr,tfr,rate,2.7,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,fe_frtr_w_cbr,crudebr,rate,26.1,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,fe_frty_w_npg,womenrepage,survey_count,13071,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,fp_srcm_w_tot,fp,percent,1,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,cm_ecmt_c_imr,imr,rate,52,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,cm_ecmr_c_nnr,nmr,rate,37,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,cm_pnmr_c_nsb,still,number,175,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,rh_ancp_w_skp,anc1,percent,0.537,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,rh_ancn_w_n01,anc1_old,percent,0.162,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,rh_ancn_w_n4p,anc4,percent,0.229,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,rh_delp_c_dhf,delivery,percent,0.189,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_bcg,bcg,percent,0.96,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_dp1,penta1,percent,0.954,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_dp3,penta3,percent,0.887,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_op1,polio1,percent,0.971,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_op2,polio2,percent,0.937,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_op3,polio3,percent,0.897,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2007,ch_vac1_c_msl,measles1,percent,0.413,DHS National,BD2007DHS,household
Bangladesh,NATIONAL,2011,fe_frtr_w_tfr,tfr,rate,2.3,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,fe_frtr_w_cbr,crudebr,rate,22.6,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,fe_frty_w_npg,womenrepage,survey_count,20797,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,fp_srcm_w_tot,fp,percent,1,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,cm_ecmt_c_imr,imr,rate,43,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,cm_ecmr_c_nnr,nmr,rate,32,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,cm_pnmr_c_nsb,still,number,232,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,rh_ancp_w_skp,anc1,percent,0.551,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,rh_ancn_w_n01,anc1_old,percent,0.151,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,rh_ancn_w_n4p,anc4,percent,0.269,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,rh_delp_c_dhf,delivery,percent,0.307,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_bcg,bcg,percent,0.971,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_dp1,penta1,percent,0.971,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_dp3,penta3,percent,0.928,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_op1,polio1,percent,0.973,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_op2,polio2,percent,0.957,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_op3,polio3,percent,0.931,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2011,ch_vac1_c_msl,measles1,percent,0.399,DHS National,BD2011DHS,household
Bangladesh,NATIONAL,2014,fe_frtr_w_tfr,tfr,rate,2.3,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,fe_frtr_w_cbr,crudebr,rate,22.2,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,fe_frty_w_npg,womenrepage,survey_count,21127,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,fp_srcm_w_tot,fp,percent,1,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,cm_ecmt_c_imr,imr,rate,38,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,cm_ecmr_c_nnr,nmr,rate,28,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,cm_pnmr_c_nsb,still,number,177,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,rh_ancp_w_skp,anc1,percent,0.65,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,rh_ancn_w_n01,anc1_old,percent,0.188,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,rh_ancn_w_n4p,anc4,percent,0.315,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,rh_delp_c_dhf,delivery,percent,0.395,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_bcg,bcg,percent,0.967,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_dp1,penta1,percent,0.965,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_dp3,penta3,percent,0.918,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_op1,polio1,percent,0.97,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_op2,polio2,percent,0.956,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_op3,polio3,percent,0.924,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2014,ch_vac1_c_msl,measles1,percent,0.428,DHS National,BD2014DHS,household
Bangladesh,NATIONAL,2017,fe_frtr_w_tfr,tfr,rate,2.3,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,fe_frtr_w_cbr,crudebr,rate,21.9,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,fe_frty_w_npg,womenrepage,survey_count,23642,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,fp_srcm_w_tot,fp,percent,1,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,cm_ecmt_c_imr,imr,rate,38,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,cm_ecmr_c_nnr,nmr,rate,30,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,cm_pnmr_c_nsb,still,number,222,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,rh_ancp_w_skp,anc1,percent,0.821,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,rh_ancn_w_n01,anc1_old,percent,0.136,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,rh_ancn_w_n4p,anc4,percent,0.458,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,rh_delp_c_dhf,delivery,percent,0.506,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_bcg,bcg,percent,0.982,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_dp1,penta1,percent,0.983,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_dp3,penta3,percent,0.949,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_op1,polio1,percent,0.982,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_op2,polio2,percent,0.966,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_op3,polio3,percent,0.936,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2017,ch_vac1_c_msl,measles1,percent,0.879,DHS National,BD2017DHS,household
Bangladesh,NATIONAL,2022,fe_frtr_w_tfr,tfr,rate,2.3,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,fe_frtr_w_cbr,crudebr,rate,21.9,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,fe_frty_w_npg,womenrepage,survey_count,35627,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,fp_srcm_w_tot,fp,percent,1,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,cm_ecmt_c_imr,imr,rate,27,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,cm_ecmr_c_nnr,nmr,rate,22,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,cm_pnmr_c_nsb,still,number,292,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,rh_ancp_w_skp,anc1,percent,0.876,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,rh_ancn_w_n01,anc1_old,percent,0.146,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,rh_ancn_w_n4p,anc4,percent,0.405,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,rh_delp_c_dhf,delivery,percent,0.648,DHS National,BD2022DHS,household
Bangladesh,NATIONAL,2022,rh_pcmn_w_mot,pnc1,percent,0.552,DHS National,BD2022DHS,household
Liberia,NATIONAL,1986,fe_frtr_w_tfr,tfr,rate,6.7,DHS National,LB1986DHS,household
Liberia,NATIONAL,1986,fe_frty_w_npg,womenrepage,survey_count,5239,DHS National,LB1986DHS,household
Liberia,NATIONAL,1986,cm_ecmt_c_imr,imr,rate,144,DHS National,LB1986DHS,household
Liberia,NATIONAL,1986,cm_ecmr_c_nnr,nmr,rate,68,DHS National,LB1986DHS,household
Liberia,NATIONAL,1986,rh_ancp_w_skp,anc1,percent,0.818,DHS National,LB1986DHS,household
Liberia,NATIONAL,2007,fe_frtr_w_tfr,tfr,rate,5.2,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,fe_frtr_w_cbr,crudebr,rate,37.6,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,fe_frty_w_npg,womenrepage,survey_count,7092,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,fp_srcm_w_tot,fp,percent,1,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,cm_ecmt_c_imr,imr,rate,71,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,cm_ecmr_c_nnr,nmr,rate,32,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,rh_ancp_w_skp,anc1,percent,0.799,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,rh_ancn_w_n01,anc1_old,percent,0.02,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,rh_ancn_w_n4p,anc4,percent,0.651,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,rh_delp_c_dhf,delivery,percent,0.405,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_bcg,bcg,percent,0.724,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_dp1,penta1,percent,0.682,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_dp3,penta3,percent,0.409,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_op1,polio1,percent,0.804,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_op2,polio2,percent,0.7,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_op3,polio3,percent,0.432,DHS National,LB2007DHS,household
Liberia,NATIONAL,2007,ch_vac1_c_msl,measles1,percent,0.292,DHS National,LB2007DHS,household
Liberia,NATIONAL,2009,fe_frtr_w_tfr,tfr,rate,5.9,DHS National,LB2009MIS,household
Liberia,NATIONAL,2009,fe_frtr_w_cbr,crudebr,rate,40.3,DHS National,LB2009MIS,household
Liberia,NATIONAL,2009,fe_frty_w_npg,womenrepage,survey_count,4397,DHS National,LB2009MIS,household
Liberia,NATIONAL,2009,cm_ecmt_c_imr,imr,rate,73,DHS National,LB2009MIS,household
Liberia,NATIONAL,2009,cm_ecmr_c_nnr,nmr,rate,38,DHS National,LB2009MIS,household
Liberia,NATIONAL,2009,rh_ancp_w_skp,anc1,percent,0.951,DHS National,LB2009MIS,household
Liberia,NATIONAL,2011,fe_frtr_w_tfr,tfr,rate,4.9,DHS National,LB2011MIS,household
Liberia,NATIONAL,2011,fe_frtr_w_cbr,crudebr,rate,36.4,DHS National,LB2011MIS,household
Liberia,NATIONAL,2011,fe_frty_w_npg,womenrepage,survey_count,3939,DHS National,LB2011MIS,household
Liberia,NATIONAL,2011,rh_ancp_w_skp,anc1,percent,0.952,DHS National,LB2011MIS,household
Liberia,NATIONAL,2013,fe_frtr_w_tfr,tfr,rate,4.7,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,fe_frtr_w_cbr,crudebr,rate,34.4,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,fe_frty_w_npg,womenrepage,survey_count,9239,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,fp_srcm_w_tot,fp,percent,1,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,cm_ecmt_c_imr,imr,rate,54,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,cm_ecmr_c_nnr,nmr,rate,26,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,cm_pnmr_c_nsb,still,number,70,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,rh_ancp_w_skp,anc1,percent,0.959,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,rh_ancn_w_n01,anc1_old,percent,0.02,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,rh_ancn_w_n4p,anc4,percent,0.771,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,rh_delp_c_dhf,delivery,percent,0.611,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_bcg,bcg,percent,0.906,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_dp1,penta1,percent,0.871,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_dp3,penta3,percent,0.637,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_op1,polio1,percent,0.912,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_op2,polio2,percent,0.832,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_op3,polio3,percent,0.623,DHS National,LB2013DHS,household
Liberia,NATIONAL,2013,ch_vac1_c_msl,measles1,percent,0.342,DHS National,LB2013DHS,household
Liberia,NATIONAL,2016,fe_frtr_w_tfr,tfr,rate,4.2,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,fe_frtr_w_cbr,crudebr,rate,31.7,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,fe_frty_w_npg,womenrepage,survey_count,4290,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,fp_srcm_w_tot,fp,percent,1,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,rh_ancp_w_skp,anc1,percent,0.975,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,rh_ancn_w_n01,anc1_old,percent,0.029,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,rh_ancn_w_n4p,anc4,percent,0.765,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,rh_delp_c_dhf,delivery,percent,0.759,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_bcg,bcg,percent,0.899,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_dp1,penta1,percent,0.881,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_dp3,penta3,percent,0.616,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_op1,polio1,percent,0.899,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_op2,polio2,percent,0.767,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_op3,polio3,percent,0.549,DHS National,LB2016MIS,household
Liberia,NATIONAL,2016,ch_vac1_c_msl,measles1,percent,0.641,DHS National,LB2016MIS,household
Liberia,NATIONAL,2019,fe_frtr_w_tfr,tfr,rate,4.2,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,fe_frtr_w_cbr,crudebr,rate,30.1,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,fe_frty_w_npg,womenrepage,survey_count,8065,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,fp_srcm_w_tot,fp,percent,1,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,cm_ecmt_c_imr,imr,rate,63,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,cm_ecmr_c_nnr,nmr,rate,37,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,cm_pnmr_c_nsb,still,number,61,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,rh_ancp_w_skp,anc1,percent,0.982,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,rh_ancn_w_n01,anc1_old,percent,0.013,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,rh_ancn_w_n4p,anc4,percent,0.867,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,rh_delp_c_dhf,delivery,percent,0.833,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,ch_vac1_c_bcg,bcg,percent,0.9,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,ch_vac1_c_dp1,penta1,percent,0.899,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,ch_vac1_c_dp3,penta3,percent,0.642,DHS National,LB2019DHS,household
Liberia,NATIONAL,2019,ch_vac1_c_op1,polio1,percent,0.839,DHS National,LB2019DHS,household
